source_file,src_type,title,authors,year,journal,doi,url,abstract
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,A causal model of transformational school leadership and transformational classroom leadership on students' learning achievement,"James, D.; Kitcharoen, P.",2021,International Journal of Educational Organization and Leadership,10.18848/2329-1656/cgp/v28i02/29-44,,"As studies capable of establishing a mediating role of transformational classroom leadership between transformational school leadership and students' learning achievement are short in supply in the Thai high school context, this quantitative study aimed to investigate this role and compared the students' learning achievement among different school sizes. A total of 199 teachers, who taught O-NET and PISA key subjects-45 teachers in English, 77 teachers in science, 77 teachers in math-from the five regions of Thailand representing small, medium, and large school size were recruited through a stratified sampling technique and were asked to rate their principal's transformational school leadership and own transformational classroom leadership. A Thai version of the transformational leadership questionnaire was developed, which consisted of a self-rating and a rater form. Partial Least Square Structural Equation Modeling (PLS-SEM) was employed to find the causal relationship, and ANOVA version SPSS 21 was used to compare the SLA among three different school sizes. The study found that transformational school leadership had direct effects on transformational classroom leadership, but transformational classroom leadership did not have a direct effect on English, science, and math teaching. The study also found that large schools had better students' learning achievement compared to small and medium-sized schools, and small-sized schools had the lowest average score in English, science, and math. Based on these new findings, the study made guidelines for the Thai Ministry of Education, Thai school principals, and Thai teachers. © 2021 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,School leadership capacity-building: developing country successful case studies,"Owen, S.M.; Toaiauea, T.; Timee, T.; Harding, T.; Taoaba, T.",2020,International Journal of Educational Management,10.1108/ijem-10-2019-0379,,"Purpose: Systems educational reform in developing countries through effective principal capacity- building programs is essential for improving student learning, with the purpose of this paper being to use case studies to identify key success factors in the implementation of an instructional leadership program in the developing country of Kiribati. Design/methodology/approach: A case study approach involving mixed methods including semi-structured interviews and document analysis was used within three purposively sampled schools to examine implementation success factors relevant to instructional leadership literature Findings: The case studies reveal the overall value of the Kiribati instructional leadership program involving school leader workshops and ongoing coaching support, with instructional leadership reflecting directive and collaborative, as well as transformative theoretical aspects. Key implementation success factors within researched schools were leaders undertaking regular observations in classrooms, systematic tracking of student achievement and nurturing a positive culture for learning, as well as establishment of various collaborative processes involving community and teacher peer learning groups. Research limitations/implications: The study provides in-depth information through teacher and school leader interviews and examining relevant school documentation artefacts. A limitation is that the study involved only three schools and was undertaken less than a year into program implementation. Future research involving more schools and several years after implementation would be beneficial to investigate sustainability across the school system and longer-term program impacts. Practical implications: The data provides practical tips for school leaders regarding effective teacher capacity-building approaches, as well as providing information for policy makers, especially in developing countries, about effective professional development programs for school leaders and teachers. 10; 10; Originality/value: The study examines a system-wide workshop series and coaching approach to school leader and teacher capacity-building in a developing country from a theoretical and practical perspective relevant to instructional leadership and also transformational leadership, which is an under-researched area. 10; 10; 10; © 2021 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,"A study on the correlation between school administrators' perceptions of school discipline policies, transformational leadership, and student achievement","Tookes, G.D.; Aly, E.R.; Avant, I.M.",2020,International Journal of Educational Organization and Leadership,10.18848/2329-1656/cgp/v27i02/1-19,,"The study investigated how principals and assistant principals perceived their school discipline policies and their impact on student achievement. The investigator conducted a mixed method study using a survey questionnaire (to include research developed questions and questions from the Belief on Discipline Survey) and an open-ended question. The study examined principals and assistant principals who lead in secondary schools in northern Florida and assessed differences in the implementation of discipline policies between high poverty low-achieving (HPLA) and high poverty high-achieving (HPHA) schools and the impact on student achievement. The study also examined the factors these principals and assistant principals perceived as facilitating and hindering discipline policy. Descriptive statistics were used to examine demographic data. The study used a one-way analysis of variance (ANOVA) to assess differences in the perceived impact of school discipline policies on student achievement between principals and assistant principals (APs) at HPHA schools and HPLA schools. Qualitative data were analyzed using the constant comparative method. The results of this study suggest there were significant differences in the characteristics of principals and APs serving high poverty (HP) schools, differences in how principals and APs in HP schools perceive their discipline practices in relationship to student success. Also, the findings suggest there are some differences in the qualities of transformational leadership (TL) between principals and APs HPHA and HPLA schools. © 2020 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,"Relationship between principals' transformational leadership style and secondary school students' academic performance in Kenya Certificate of secondary education in Bomet County, Kenya","Kitur, K.; Choge, J.; Tanui, E.",2020,Universal Journal of Educational Research,10.13189/ujer.2020.080210,,"Leadership style is an important aspect in students’ academic performance in schools. Transformational leadership style is associated with the students’ academic achievement in KCSE. The study sought to establish the relationship between idealized influence of principals’ transformational leadership style and students’ academic performance in KCSE in Bomet County in Kenya. The descriptive survey design was used for this study whose target population comprised of 130 secondary schools and five Quality Assurance and Standards Officers in Bomet County. Stratified random sampling procedure was adopted to sample out schools as boys’, girls’ and mixed schools; then Slovin’s formula was used to obtain a total of 108 schools. While purposive sampling procedure was applied to choose one Director of Studies from each 108 schools selected and five Quality Assurance and Standards Officers from the five sub-counties in Bomet County. A total sample of 118 respondents from 108 secondary schools and the five sub-counties participated in the study. When collecting the data, instruments used were Director of Studies’ questionnaires, Quality Assurance and Standards Officers’ interview guides, school and Bomet County Director of Education KCSE records. Chi-square test was adopted to establish the relationship between principals’ idealized influence and academic performance and the results showed that principals’ idealized influence had a strong significant relationship with students’ academic performance in KCSE. Thus, idealized influence characteristics are most effective in promoting students’ academic achievement. The study recommends that the idealized influence should be adopted and displayed by principals in order to improve academic performance in KCSE examinations. © 2020 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Evaluating the influence of school principals' transformational leadership on student performance: Analysis of microdata from Prova Brasil,"Pinto, V.R.R.; Zouain, D.M.; Duarte, A.L.F.; de Souza, L.A.V.",2019,Education Policy Analysis Archives,10.14507/epaa.27.4267,,"This article presents a study on the extent to which the leadership of Brazilian school principals has helped improve students’ achievements as reflected by the results of external evaluations of schools. The study sought to measure leadership dimensions based on microdata from contextual questionnaires answered by principals and teachers; propose a model that relates leadership dimensions to student achievement as reflected by schools’ IDEB results; and verify the relationships between leadership dimensions and student achievement. To that end, we performed multivariate analyzes, specifically structural equations modeling, on a database containing microdata from Prova Brasil and IDEB values. Results show that it is possible to measure leadership dimensions using these microdata. Based on the conceptual model developed, there is evidence that the relationships developed by the principal within the school have a greater effect on teachers’ commitment to improve teaching and learning, thus indirectly affecting school performance. In addition, school principals have sought to exercise transformational leadership combined with pedagogical leadership, which represents a challenge for them, since it covers many knowledge areas. © 2019 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,When the going gets tough: Schools in challenging circumstances and the effectiveness of principals' leadership styles,"Berkovich, I.",2018,Journal of Community and Applied Social Psychology,10.1002/casp.2372,,"The principal's leadership style is one of the most common ways of conceptualizing school leadership behaviours. We lack understanding, however, of how the effectiveness of school leadership styles varies across degrees of challenging circumstances. Data obtained from a quantitative survey of primary school teachers in Israel (N = 570) and from the Ministry of Education database were used to account for principals' leadership styles and their effectiveness in schools facing more challenging circumstances (N = 15) and in those facing less challenging circumstances (N = 46). Differences were found in the relations between principals' transactional behaviours on one hand and the teaching dimension of school culture and principals' perceived effectiveness on the other, as a function of challenging school circumstances. The study also found a difference in the relations of principals' transformational behaviours and the safety dimension of school culture, by level of challenging school circumstances. The data also revealed that in schools facing less challenging circumstances, principals' passive behaviours were related to students' achievements and principals' perceived effectiveness, but not in schools facing more challenging circumstances. The findings and their implications are discussed. © 2018 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Leadership style of school principals and student performance: An exploratory study,"Pedraja-Rejas, L.; Rodríguez-Ponce, E.; Rodríguez-Mardones, P.",2016,Interciencia,,,"This study aims to explore whether there is a relationship between the leadership style of school principals and the performance of their students. For this purpose, a multiple case study was developed in three private subsidized schools in a city on Northern Chile. The multiple case study included the application of a questionnaire, semi-structured interviews to members of the principal's work team who participated in the study in the three schools, and the consideration of the score obtained by the establishment in a test used for measuring learning outcomes (SIMCE test). Results suggest that in the case of the three schools, transformational leadership has a positive impact on student outcomes. Additionally, unlike what is stated in other studies, transactional leadership is also a key determinant for the achievement obtained by students. Thus, this exploratory research validates the dimensions of the styles of transformational and transactional leadership, contributing to new findings that allow continuing with quantitative larger studies. © 2017 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,School leadership and its impact on student achievement: The mediating role of school climate and teacher job satisfaction,"Dutta, V.; Sahney, S.",2016,International Journal of Educational Management,10.1108/ijem-12-2014-0170,,"Purpose – The purpose of this paper is to examine the role of teacher job satisfaction and school climate in mediating the relative effects of principals’ instructional and transformational leadership practices on student outcomes. Design/methodology/approach – Guided by strong evidence from theories on school leadership and work psychology, the authors hypothesized relations among dimensions of principals’ instructional and transformational leadership behaviors, teachers’ perception of the school climate (social and affective, and physical environment), their job satisfaction and student achievement. The benefits of the principal’s leadership behaviors for student achievement are primarily hypothesized as indirect, with either a weak or statistically non-significant direct positive effect on student outcomes. Path modeling was applied to validate a mediated-effects model using cross-sectional survey data (306 principals, 1,539 teachers) obtained from 306 secondary schools in the two Indian metropolitan cities of New Delhi and Kolkata. Findings – Principal leadership behaviors were not associated directly with either teacher job satisfaction or school-aggregated student achievement. Rather, the transformational leader behavior showed an indirect effect, through the social and affective component of the school climate, on teacher job satisfaction. The physical climate, however, appeared to play a dominating role in mediating the instructional leadership effects on teacher job satisfaction. Comparing the relative indirect effect sizes of the instructional and transformational leadership behaviors on student achievement, principals appear to favor the former approach. Originality/value – This study provides further empirical evidence that instructional leadership better captures the impact of school leadership on student outcomes, when compared to its transformational counterpart. By identifying the relative effects of different leadership practices, school leaders and educational practitioners can focus more on altering the distribution and frequency of those practices that work best for ameliorating student achievement levels. © 2016 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,The effects of integrated transformational leadership on achievement,"Boberg, J.E.; Bourgeois, S.J.",2016,Journal of Educational Administration,10.1108/jea-07-2014-0086,,"Purpose – Greater understanding about how variables mediate the relationship between leadership and achievement is essential to the success of reform efforts that hold leaders accountable for student learning. The purpose of this paper is to test a model of integrated transformational leadership including three important school mediators. Design/methodology/approach – In total, 5,392 students provided data on student engagement, and 569 teachers provided survey data on principal leadership and the collective teacher efficacy (CTE) and extra effort of their colleagues. Data were analyzed at the school level (n=51) using mediation analysis with the PROCESS macro to calculate the direct and indirect effects of all of the variables in the serial multiple mediator model. Findings – The model explained a significant amount of variance in both reading (38 percent) and mathematics (35 percent). CTE and student engagement mediated all of the leadership effects, demonstrating the importance of teacher and student relations in school improvement. The combined effect sizes are significantly greater than the effects of earlier TL models. Originality/value – This study contributes to “leadership for learning” research by demonstrating that refining transformational leadership behaviors to include instructional management can enhance a leader’s impact on achievement. As one of the few studies to examine student engagement as a mediator along with teacher mediators, the current study highlights the importance of teacher-student relations in school improvement. While collective efficacy mediated all of the effects of leadership on achievement, student emotional engagement also contributed to mathematics achievement. The study’s findings advance research into mutual influence processes, indicating that reciprocity may extend throughout the leader-teacher-student loop. © 2016 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,The Impact of Leadership on Student Outcomes: How Successful School Leaders Use Transformational and Instructional Strategies to Make a Difference,"Day, C.; Gu, Q.; Sammons, P.",2016,Educational Administration Quarterly,10.1177/0013161x15616863,,"Purpose: This article illustrates how successful leaders combine the too often dichotomized practices of transformational and instructional leadership in different ways across different phases of their schools’ development in order to progressively shape and “layer” the improvement culture in improving students’ outcomes. Research Methods: Empirical data were drawn from a 3-year mixed-methods national study (“Impact Study”) that investigated associations between the work of principals in effective and improving primary and secondary schools in England and student outcomes as defined (but not confined) by their national examination and assessment results over 3 years. The research began with a critical survey of the extant literature, followed by a national survey that explored principals’ and key staff’s perceptions of school improvement strategies and actions that they believed had helped foster better student attainment. This was complemented by multiperspective in-depth case studies of a subsample of 20 schools. Findings: The research provides new empirical evidence of how successful principals directly and indirectly achieve and sustain improvement over time through combining both transformational and instructional leadership strategies. The findings show that schools’ abilities to improve and sustain effectiveness over the long term are not primarily the result of the principals’ leadership style but of their understanding and diagnosis of the school’s needs and their application of clearly articulated, organizationally shared educational values through multiple combinations and accumulations of time and context-sensitive strategies that are “layered” and progressively embedded in the school’s work, culture, and achievements. Implications: Mixed-methods research designs are likely to provide finer grained, more nuanced evidence-based understandings of the leadership roles and behaviors of principals who achieve and sustain educational outcomes in schools than single lens quantitative analyses, meta-analyses, or purely qualitative approaches. The findings themselves provide support for more differentiated, context sensitive training and development for aspiring and serving principals. © 2016 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Leadership and diversity in icelandic schools,"Svavarsson, H.P.; Hansen, B.; Lefever, S.; Gujónsdóttir, H.; Ragnarsdóttir, H.",2016,Nordic Studies in Education,10.18261/issn.1891-5949-2016-02-06,,"This article focuses on challenges principals and lead teachers meet in diverse schools in Iceland. The study was conducted in nine schools at three school levels that have been successful in implementing social justice and in creating inclusive learning spaces. The framework of path-goal theory and transactional and transformational leadership guided the study. All the principals and lead teachers had a vision of pupil well-being and achievement. The findings show that all the principals and lead teachers were primarily participative in their leadership style. However, the leaders who were identified as being most proactive appeared to be more directive in style. © 2016 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,"The correlation between leadership, culture, and student achievement","Quin, J.L.; Deris, A.R.; Bischoff, G.; Johnson, J.T.",2015,Turkish Online Journal of Educational Technology,,,"Educational institutions across the nation are being unsuccessful at meeting academic goals set by the states and preparing students to be college and career ready. Many schools around the globe are suffering from a shortage of experienced and competent school leaders that can bring about positive change and increase student achievement. Thus, the objective of this study was to determine the correlation between leadership practices, school culture, and student achievement in an effort to build the capacity of principal leaders. A correlational design was used to determine the relationship between principal leadership practices, culture, and achievement in elementary, middle, and high schools. A total of 216 teachers in 31 schools completed the Leadership Practices Inventory and School Culture Survey. A significant correlation was found between (a) leadership practices and school culture and (b) school culture and student achievement. No relationship was established between leadership practices and school culture. The results implied that school leaders who use transformational leadership practices indirectly impact student achievement through creating a positive school culture. It is recommended that principal preparation programs revamp leadership curriculum to develop leaders who can create positive school cultures and manage reform efforts. © 2018 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,What Are the Different Types of Principals Across the United States? A Latent Class Analysis of Principal Perception of Leadership,"Urick, A.; Bowers, A.J.",2014,Educational Administration Quarterly,10.1177/0013161x13489019,,"Purpose: Effective styles of principal leadership can help address multiple issues in struggling schools, such as low student achievement and high rates of teacher attrition. Although the literature has nominated certain ""idealized"" leadership styles as being more or less effective, such as transformational, instructional, and shared instructional leadership, we have little evidence about how principals may or may not choose to practice these styles across U.S. schools. Research Design: Latent class analysis was used to identify different types of principals across the United States. We analyzed the 1999-2000 Schools and Staffing Survey as it presents a unique opportunity to study the different types of U.S. principals since it contains leadership measures not found in other national surveys. A final sample of 7,650 public schools and principals was included in the analysis. Findings: Instead of idealized leadership styles signifying variations in practice, the differences between types of principals were defined by the degree of principal and teacher leadership. Further, the school and principal context, such as school size, urbanicity, accountability performance, and principal background, predicted the three significantly different principal types: controlling, frequent principal leadership; balkanizing, high degree of leadership shared with teachers; or integrating, frequent principal leadership as well as a high degree of leadership shared with teachers. Conclusions: These types suggest that principals simultaneously practice leadership behaviors associated with multiple leadership styles in accordance with their background and school context. These findings provide support for the use of more complex models to assess school leader effectiveness. © The University Council for Educational Administration 2013. © 2014 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,The impact of leadership on student outcomes: An analysis of the differential effects of leadership types,"Robinson, V.M.J.; Lloyd, C.A.; Rowe, K.J.",2014,"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion",,,"The purpose of this study was to examine the relative impact of different types of leadership on students’ academic and nonacademic outcomes. The methodology involved an analysis of findings from 27 published studies of the relationship between leadership and student outcomes. The first meta-analysis, including 22 of the 7 studies, involved a comparison of the effects of transformational and instructional leadership on student outcomes. The second meta-analysis involved a comparison of the effects of five inductively derived sets of leadership practices on student outcomes. Twelve of the studies contributed to this second analysis. The first meta-analysis indicated that the average effect of instructional leadership on student outcomes was three to four times that of transformational leadership. Inspection of the survey items used to measure school leadership revealed five sets of leadership practices or dimensions: establishing goals and expectations; resourcing strategically; planning, coordinating, and evaluating teaching and the curriculum; promoting and participating in teacher learning and development, and ensuring an orderly and supportive environment. The second meta-analysis revealed strong average effects for the leadership dimension involving promoting and participating in teacher learning and development and moderate effects for the dimensions concerned with goal setting and planning, coordinating, and evaluating teaching and the curriculum. The comparisons between transformational and instructional leadership and between the five leadership dimensions suggested that the more leaders focus their relationships, their work, and their learning on the core business of teaching and learning, the greater their influence on student outcomes. The article concludes with a discussion of the need for leadership research and practice to be more closely linked to the evidence on effective teaching and effective teacher learning. Such alignment could increase the impact of school leadership on student outcomes even further. © 2022 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Comparing the effects of instructional and transformational leadership on student achievement: Implications for practice,"Shatzer, R.H.; Caldarella, P.; Hallam, P.R.; Brown, B.L.",2014,Educational Management Administration and Leadership,10.1177/1741143213502192,,"The purpose of this study was to compare transformational and instructional leadership theories, examine the unique impact that school leaders have on student achievement, and determine which specific leadership practices are associated with increased student achievement. The sample for this study consisted of 590 teachers in 37 elementary schools in the Intermountain West of the United States. Teachers rated their principals' leadership style according to the Multifactor Leadership Questionnaire (Transformational Leadership) and the Principal Instructional Management Rating Scale (Instructional leadership). Student achievement was measured by a criterion referenced test. Hypotheses were tested using regression analysis. Results indicated that instructional leadership explained more of the variance in student achievement than did transformational leadership. Principals' leadership style tended to have a meaningful impact on student achievement beyond the impact of school context and principal demographics. Specific leadership functions associated with student achievement were also identified and reported. Conclusion, implications and limitations are also discussed. © The Author(s) 2013. © 2014 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Successful Leadership in High-Needs Schools: An Examination of Core Leadership Practices Enacted in Challenging Contexts,"Klar, H.W.; Brewer, C.A.",2013,Educational Administration Quarterly,10.1177/0013161x13482577,,"Purpose: The purpose of this study was to examine the ways principals in three high-needs middle schools enacted core leadership practices in concert with their immediate contexts to institutionalize comprehensive school reforms and support student learning. Research Methods: The schools were selected from a geographically stratified sample of public middle schools in a state in the southeastern United States. Multiple linear regression was used to identify schools performing better than expected considering their levels of poverty and other school-related factors. The final three schools, one from each geographic region, showed steady increases in academic achievement and school climate following the arrival of their principals. Data were primarily collected from interviews with principals, teaching and nonteaching staff, and parents using protocols adapted from the International Successful School Principalship Project. Findings: The findings explicate the large degree to which the leadership practices and beliefs that influenced student achievement in these schools were adapted to and commensurate with each school's immediate context. Furthermore, they illustrate how principals used these practices to institutionalize school-wide reform efforts as vehicles for leading change within their schools. Implications: The findings substantiate research on successful school leadership in high-needs middle schools. They also extend this research by examining the way core transformational and instructional leadership practices can be adapted to suit various school contexts and institutionalize school-wide reform efforts to enhance student learning. Further research is required to understand how principals decide to adapt their leadership practices, and how aspiring leaders can best learn to do so. © The University Council for Educational Administration 2013. © 2013 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Culture Re-Boot: Reinvigorating school culture to improve student outcomes,"Kaplan, L.S.; Owings, W.A.",2013,,10.4135/9781452277974,,"Your start-up menu for super-charged culture change There's an invisible thread woven through your school that defines everything from dress codes to student success. It's your school culture, and reshaping it will yield highly visible improvements for teachers and students. Leslie Kaplan and William Owings guide you in improving leadership, teaching, learning, confidence, and trust throughout your school. Culture Re-Boot reframes school culture to include organizational learning, relational trust, accountability, program improvement, and teacher effectiveness while showing you how to: Be the transformational leader your school needs to reinvigorate your school culture; Establish a student-centered learning culture focused on student outcomes; Engage teachers in culture-focused leadership teams that support teacher and student learning; Get parents and community on-board to collaborate for student achievement; Connect professional development and school culture for maximum results Packed with hands-on culture re-boot activities to help school leaders and faculty revitalize their school's values and practices, this practical handbook for school improvement will energize your school's culture and build the capacity to help all students succeed. “Ever since Seymour Sarason wrote his seminal book on The Culture of Schools and the Problem of Change, we have known that ‘culture’ is at the heart of all organizational performance. But reformers keep forgetting this key fact. Kaplan and Owings’ book changes all that. Now in one place you can find everything you need to know to ‘re-boot’ you own school's culture.” —Michael Fullan, Author of Motion Leadership “As a principal focused on student achievement and school climate, I am excited to begin using these strategies and discussions to drive our conversations to a deeper and more meaningful level. The combination of school culture, professional learning community, and teacher/community leadership provides a compelling and unique exploration of real methods to sustain student achievement and school improvement.” —William Richard Hall, Jr., Principal R. C. Longan Elementary School, Henrico, VA. © 2015 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Leadership lessons for French educators,"Supovitz, J.A.",2013,Phi Delta Kappan,10.1177/003172171309500116,,"An international exchange between a team of American school leaders and French principals, researchers, and policy makers explored the meaning and application of transformational leadership across Franco-American contexts. The French school system is more centralized than in the U.S., but principals are not viewed as educational leaders. Both countries are under pressure to raise the level of student achievement. © 2022 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,"Are we legitimate yet?: A closer look at the casual relationship mechanisms among principal leadership, teacher self-efficacy and collective efficacy","Kurt, T.; Duyar, I.; Çalık, T.",2011,Journal of Management Development,10.1108/02621711211191014,,"Purpose: Failure to identify any significant relationships between principal leadership and student achievement has proved concerns about the assumed value and legitimacy of principal leadership. The purpose of this paper is to contribute to the current literature by empirically testing the relationships between the principal leadership and the teacher self-efficacy, a construct which has a proven impact on student achievement. The role of collective efficacy on the relationship between transformational leadership of principals and self-efficacy of teachers was a special focus for the study. Design/methodology/approach: A causal comparative research design was employed to study the direct, indirect, and mediating relationships among principal leadership, teacher self-efficacy, and collective efficacy in schools. The participants included a cluster-random sample of 813 primary school teachers. Data gathering instruments composed of a combination of the Multifactor Leadership Questionnaire, the Collective Teacher Efficacy Scale and the Teacher's Sense of Efficacy Scale. A structural equation modelling with path analysis was employed to test the research models and hypotheses. Findings: Findings of the study demonstrated that collective efficacy and transformation leadership jointly shape teachers' self-efficacy. There was a significant relationship between principals' transformational leadership and teachers' self-efficacy beliefs. This relationship was mediated and magnified by collective efficacy in schools. Research limitations/implications: The study has the common limitations of the self-reported perceptions of participants. Originality/value: The study enlightened the little-known causal relationship mechanisms through which transformational leadership practices of principals and collective efficacy of schools affect the self-efficacy beliefs of teachers. The findings are in line with the socio-cognitive theory which assumes the presence of reciprocal relationships among leadership, organization, and person domains in shaping organizational behaviors of teachers. The study also parallels with the emerging literature about the mediating effects of collective efficacy on the relationship between principal transformational leadership and teacher self-efficacy. © Emerald Group Publishing Limited. © 2011 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,"Instructional, Transformational, and Managerial Leadership and Student Achievement: High School Principals Make a Difference","Valentine, J.W.; Prater, M.",2011,NASSP Bulletin,10.1177/0192636511404062,,"This statewide study examined the relationships between principal managerial, instructional, and transformational leadership and student achievement in public high schools. Differences in student achievement were found when schools were grouped according to principal leadership factors. Principal leadership behaviors promoting instructional and curriculum improvement were linked to achievement. Within transformational leadership, the principal's ability to identify a vision and provide an appropriate model had the greatest relationship to achievement. Principal educational level also positively correlated with each leadership factor. © 2011 SAGE Publications. © 2011 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,Origins and consequences of schools' organizational culture for student achievement,"Dumay, X.",2009,Educational Administration Quarterly,10.1177/0013161x09335873,,"Purpose: Most studies on the impact of school culture focus only on teachers' average perceptions and neglect the possibility that a meaningful increment to the prediction of school effectiveness might be provided by the variance in teachers' culture perceptions. The objectives of this article are to (a) better understand how teachers' collective decision making and principal's leadership are related to the schools' culture homogeneity and (b) test the moderating role of the schools' culture homogeneity on the relationship between four cultural scales and the schools' mathematics achievement. Method: The sample of this study consisted of 2,595 students nested in 52 schools and 125 classes from the French-speaking community of Belgium. Students performed two mathematics achievement tests and answered a self-reported questionnaire on their backgrounds. All the teachers (n = 817) of the 52 schools answered a self-reported questionnaire dealing with the principal's leadership, school culture, and teacher collegiality. Hypotheses are tested using correlation, regression, and hierarchical regression analyses. Research Findings: First, it was found that culture homogeneity is positively associated with (a) the principal's transformational leadership (TL) and (b) the teachers' collective decision making relative to pedagogical aspects. Second, it was shown that the impact of TL on culture homogeneity is partially mediated by teachers' collective decision making. Third, the analyses found no moderation effect of culture homogeneity on the relationship between cultural values and students' achievement but did show partial evidence of such an effect in specific groups of schools (with low or high socioeconomic status composition). Implications: This study provides a deeper understanding of how social arrangements and leadership processes within schools contribute to the emergence of collective cultural values. But the results also shed light on the weak associations between cultural values and student achievement, even when considering an appropriate definition and conceptualization of the school culture. © 2009 The University Council for Educational Administration. © 2009 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,The impact of leadership on student outcomes: An analysis of the differential effects of leadership types,"Robinson, V.M.J.; Lloyd, C.A.; Rowe, K.J.",2008,Educational Administration Quarterly,10.1177/0013161x08321509,,"Purpose: The purpose of this study was to examine the relative impact of different types of leadership on students' academic and nonacademic outcomes. Research Design: The methodology involved an analysis of findings from 27 published studies of the relationship between leadership and student outcomes. The first meta-analysis, including 22 of the 27 studies, involved a comparison of the effects of transformational and instructional leadership on student outcomes. The second meta-analysis involved a comparison of the effects of five inductively derived sets of leadership practices on student outcomes. Twelve of the studies contributed to this second analysis. Findings: The first meta-analysis indicated that the average effect of instructional leadership on student outcomes was three to four times that of transformational leadership. Inspection of the survey items used to measure school leadership revealed five sets of leadership practices or dimensions: establishing goals and expectations; resourcing strategically; planning, coordinating, and evaluating teaching and the curriculum; promoting and participating in teacher learning and development, and ensuring an orderly and supportive environment. The second meta-analysis revealed strong average effects for the leadership dimension involving promoting and participating in teacher learning and development and moderate effects for the dimensions concerned with goal setting and planning, coordinating, and evaluating teaching and the curriculum. Conclusions and Implications for Research and Practice: The comparisons between transformational and instructional leadership and between the five leadership dimensions suggested that the more leaders focus their relationships, their work, and their learning on the core business of teaching and learning, the greater their influence on student outcomes. The article concludes with a discussion of the need for leadership research and practice to be more closely linked to the evidence on effective teaching and effective teacher learning. Such alignment could increase the impact of school leadership on student outcomes even further. © 2008 The University Council for Educational Administration. © 2008 Elsevier B.V., All rights reserved."
data_rawScopus_2025-08-23_PrincipalsTL_StudentAchievement_42.ris,ris,School leadership and student achievement: The mediating effects of teacher beliefs,"Ross, J.A.; Gray, P.",2006,Canadian Journal of Education,10.2307/20054196,,"Principals are held accountable for student achievement although most studies find that they have no direct effect on it. In this study we tested a model hypothesizing that principals contribute to student achievement indirectly through teacher commitment and beliefs about their collective capacity. Path analysis of data from 205 elementary schools supported this hypothesis. Schools with higher levels of transformational leadership had higher collective teacher efficacy, greater teacher commitment to school mission, school community, and school-community partnerships, and higher student achievement. Increasing the transformational leadership practices in schools makes a small but practically important contribution to overall student achievement. © 2020 Elsevier B.V., All rights reserved."
